type,id,geometry/type,lat,lng,geometry_name,properties/name,properties/snippet
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.214,Point,153.3949934,-28.08523101,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.215,Point,153.362476,-27.92723127,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.216,Point,153.4221957,-27.97984034,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.217,Point,153.4414918,-28.06829987,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.218,Point,153.381619,-27.92282,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.219,Point,153.4016713,-28.00960411,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.220,Point,153.4270118,-28.00403664,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.221,Point,153.424473,-28.08620986,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.222,Point,153.3819737,-27.99987769,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.223,Point,153.4020826,-28.10161997,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.224,Point,153.4097625,-28.03233248,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.225,Point,153.3928516,-27.99531505,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.226,Point,153.3952279,-27.88725867,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.227,Point,153.4554399,-28.097399,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.228,Point,153.4110325,-27.97702656,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.229,Point,153.4313746,-28.0137977,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.230,Point,153.4358782,-28.04849153,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.231,Point,153.395699,-27.89054431,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.232,Point,153.4616062,-28.13998409,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.233,Point,153.3505874,-27.95603146,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.234,Point,153.3988899,-28.07149299,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.235,Point,153.3828218,-27.99433232,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.236,Point,153.3843459,-27.9727587,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.237,Point,153.3990664,-27.96229618,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.238,Point,153.4351789,-28.07945146,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.239,Point,153.3838109,-27.97672162,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.240,Point,153.4139485,-28.0364721,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.241,Point,153.3472817,-27.99597073,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.242,Point,153.3880453,-28.07395882,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.243,Point,153.3197146,-27.88552914,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.244,Point,153.3830899,-28.07805341,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.245,Point,153.4261914,-28.04810054,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.246,Point,153.375854,-27.95742121,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.247,Point,153.4096362,-28.04779189,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.248,Point,153.3656456,-27.94500662,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.249,Point,153.3661251,-27.945229,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.250,Point,153.4128558,-28.00611166,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.251,Point,153.4264234,-28.0021075,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.252,Point,153.420843,-27.9981318,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.253,Point,153.3372558,-27.91646161,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.254,Point,153.4290246,-27.98258629,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.255,Point,153.420079,-28.03565358,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.256,Point,153.4097301,-27.95746,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.257,Point,153.4705416,-28.117652,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.258,Point,153.4276987,-28.00771548,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.259,Point,153.3314593,-28.00437097,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.260,Point,153.3104815,-27.90042386,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.261,Point,153.3925983,-27.88218366,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.262,Point,153.3861927,-27.91858732,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.263,Point,153.3385151,-27.95282434,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.264,Point,153.4206445,-28.1172498,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.265,Point,153.3980963,-28.05864884,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.266,Point,153.2729971,-27.89890641,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.267,Point,153.4928095,-28.15549081,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.268,Point,153.4999891,-28.14881305,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.269,Point,153.4022661,-27.90951136,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.270,Point,153.399825,-28.09953254,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.271,Point,153.4040547,-27.9715015,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.272,Point,153.3570547,-28.09744405,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.273,Point,153.434212,-28.03584195,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.274,Point,153.3880071,-27.93374839,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.275,Point,153.2852819,-27.89987615,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.276,Point,153.3415301,-27.84775402,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.277,Point,153.3601283,-27.93552947,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.278,Point,153.4442745,-28.07326776,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.279,Point,153.4351693,-28.04549803,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.280,Point,153.4099199,-28.04737597,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.281,Point,153.3525978,-28.07341384,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.282,Point,153.373042,-27.98258299,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.283,Point,153.2971042,-27.89233046,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.284,Point,153.3932037,-28.08456855,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.285,Point,153.3382285,-27.9215643,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.286,Point,153.4623167,-28.10193081,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.287,Point,153.4272879,-28.07093054,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.288,Point,153.4338261,-28.04005959,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.289,Point,153.4067825,-28.13886249,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.290,Point,153.3912701,-27.98782608,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.291,Point,153.3898757,-27.97615546,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.292,Point,153.4111273,-27.96935038,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.293,Point,153.4944004,-28.14346151,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.294,Point,153.4006675,-27.95682819,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.295,Point,153.3783212,-27.98036457,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.296,Point,153.3440641,-27.98364229,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.297,Point,153.4071003,-27.97130452,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.298,Point,153.3601954,-28.0478069,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.299,Point,153.3880274,-27.90354818,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.300,Point,153.3909918,-27.94692347,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.301,Point,153.3961121,-27.983662,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.302,Point,153.2975114,-27.87448852,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.303,Point,153.4310485,-28.02005253,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.304,Point,153.365194,-27.95891103,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.305,Point,153.3991822,-27.89552147,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.306,Point,153.464999,-28.1074002,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.307,Point,153.381341,-28.01420266,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.308,Point,153.3538245,-28.06183364,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.309,Point,153.4207255,-28.08613338,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.310,Point,153.402991,-28.08836938,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.311,Point,153.3597396,-28.1026366,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.312,Point,153.375432,-27.93143798,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.313,Point,153.4658631,-28.10908497,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.314,Point,153.397063,-28.00897192,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.315,Point,153.5429648,-28.1684106,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.316,Point,153.3525637,-28.01225573,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.317,Point,153.4080072,-27.95405172,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.318,Point,153.4054064,-28.10064368,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.319,Point,153.3939003,-27.9353954,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.320,Point,153.535627,-28.16722788,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.321,Point,153.3391303,-27.98488945,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.322,Point,153.3869486,-27.94617531,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.323,Point,153.459382,-28.10213112,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.324,Point,153.4711522,-28.11885087,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.325,Point,153.3944294,-27.9940608,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.326,Point,153.4001477,-28.09710815,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.327,Point,153.4908707,-28.13888954,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.328,Point,153.3220361,-28.00102176,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.329,Point,153.244047,-28.03831573,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.330,Point,153.4567102,-28.13769484,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.331,Point,153.426102,-28.04182745,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.332,Point,153.4035581,-27.93642522,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.333,Point,153.4019821,-27.90904395,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.334,Point,153.5113424,-28.16045454,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.335,Point,153.4470326,-28.12932291,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.336,Point,153.4129117,-28.07828507,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.337,Point,153.4465698,-28.07913049,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.338,Point,153.4155629,-28.07252051,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.339,Point,153.4159589,-28.09750412,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.340,Point,153.4210182,-28.08592258,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.341,Point,153.3147859,-27.92128033,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.342,Point,153.4087419,-27.95996017,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.343,Point,153.3605232,-28.06019381,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.344,Point,153.4052568,-27.93119442,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.345,Point,153.4741056,-28.13806546,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.346,Point,153.4255153,-27.97600598,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.347,Point,153.3748171,-28.00343631,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.348,Point,153.4221737,-28.07687459,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.349,Point,153.3676999,-27.87836601,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.350,Point,153.4139053,-28.04613884,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.351,Point,153.4091106,-27.96002406,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.352,Point,153.3860564,-27.91846685,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.353,Point,153.4392984,-28.06604505,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.354,Point,153.3246134,-27.94653605,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.355,Point,153.3299282,-27.82628555,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.356,Point,153.4009224,-27.96217995,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.357,Point,153.408524,-27.97226703,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.358,Point,153.4415135,-28.10576917,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.359,Point,153.4447664,-28.07390939,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.360,Point,153.462344,-28.16052652,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.361,Point,153.4009974,-27.89753836,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.362,Point,153.4347362,-28.04416601,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.363,Point,153.3866234,-27.90627119,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.364,Point,153.3276749,-28.00028586,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.365,Point,153.5070747,-28.15670154,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.366,Point,153.426438,-28.00207316,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.367,Point,153.3340882,-27.99209831,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.368,Point,153.421363,-28.10056332,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.369,Point,153.3977663,-27.96244733,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.370,Point,153.3506665,-27.8673022,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.371,Point,153.4113269,-28.015106,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.372,Point,153.3607246,-27.9289804,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.373,Point,153.3126322,-27.89037278,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.374,Point,153.3193191,-27.90469151,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.375,Point,153.4279543,-27.99405622,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.376,Point,153.4352822,-28.0463501,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.377,Point,153.4671886,-28.1116334,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.378,Point,153.3543144,-28.02278308,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.379,Point,153.4708796,-28.14887647,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.380,Point,153.391011,-27.94679318,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.381,Point,153.4042956,-27.92023397,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.382,Point,153.3781036,-27.92448551,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.383,Point,153.4029694,-27.91170917,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.384,Point,153.4075671,-27.97133627,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.385,Point,153.4896696,-28.15426922,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.386,Point,153.4065364,-27.95034347,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.387,Point,153.3370022,-27.988913,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.388,Point,153.3980046,-28.06742255,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.389,Point,153.4044686,-28.11097392,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.390,Point,153.3945216,-27.87706362,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.391,Point,153.3685561,-28.01587634,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.392,Point,153.2643775,-27.80574558,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.393,Point,153.4037208,-27.91704182,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.394,Point,153.4289968,-27.97765132,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.395,Point,153.3777142,-27.94408368,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.396,Point,153.45217,-28.11974907,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.397,Point,153.449312,-28.08666307,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.398,Point,153.3340475,-27.99257838,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.399,Point,153.4026372,-28.06614759,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.400,Point,153.3168449,-27.83423226,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.401,Point,153.4276556,-28.00784558,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.402,Point,153.5073402,-28.15671671,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.403,Point,153.326573,-27.90334099,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.404,Point,153.3536922,-28.07021589,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.405,Point,153.4366013,-28.12206565,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.406,Point,153.4432555,-28.09711662,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.407,Point,153.525039,-28.16676212,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.408,Point,153.3198914,-27.92297411,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.409,Point,153.4893783,-28.13519712,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.410,Point,153.4082041,-27.94210521,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.411,Point,153.4277163,-27.9728577,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.412,Point,153.4272451,-27.96879829,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.413,Point,153.3694833,-27.99220028,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.414,Point,153.4886846,-28.13180228,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.415,Point,153.3641455,-28.0778057,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.416,Point,153.3950647,-27.8874327,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.417,Point,153.3940631,-28.00374748,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.418,Point,153.3803566,-28.01365394,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.419,Point,153.4043302,-27.95277952,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.420,Point,153.4110502,-28.02324846,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.421,Point,153.3351357,-27.92274915,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.422,Point,153.5371394,-28.16825018,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.423,Point,153.2830954,-27.89211122,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.424,Point,153.2429321,-27.76536389,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.425,Point,153.4329141,-28.03797322,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.426,Point,153.4734629,-28.12232264,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.427,Point,153.4501191,-28.0878699,geom,SHELTER_BUS,
Feature,ckan_be880d63_175a_4383_b0f2_ef88b831eba9.428,Point,153.463813,-28.10490443,geom,SHELTER_BUS,
